RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95,EQname,StationName
16599,1242.0,1140.0,3.69,135.09,0.9875,-999.0,17.78178711848625,25.711593141474452,14242516,Edwards Air Force Base 2
16600,805.0,1140.0,3.69,111.15,0.575,-999.0,5.887801061184906,12.92489869791364,14242516,El Monte County Park
16601,393.26,1140.0,3.69,73.54,0.775,-999.0,17.351289423186,81.9140090232408,14242516,Fort Macarthur Park
16602,335.43,1140.0,3.69,40.5,0.525,-999.0,26.040604946706047,81.1545324989119,14242516,"Fontana, Arrow Hwy and Bennett"
16603,351.22,1140.0,3.69,41.93,0.3,-999.0,7.117437121280455,22.87539274978895,14242516,Fullerton
16604,559.0,1140.0,3.69,68.72,0.4375,-999.0,8.950712660360491,15.36786055954045,14242516,Green Oak Ranch
16605,644.0,1140.0,3.69,232.04,0.575,-999.0,26.13567590427095,34.02179293028015,14242516,Isabella
16606,655.67,1140.0,3.69,109.95,0.5125,-999.0,14.70074394215375,38.049674075584,14242516,Julian Camp Stevens
16607,388.0,1140.0,3.69,107.16,0.3125,-999.0,72.2589990924301,145.85029011184952,14242516,Johnson Valley
16608,739.55,1140.0,3.69,71.99,1.15,-999.0,9.545305390733825,17.91169591631065,14242516,"Keenwild Fire Station, Mountain Center, Ca, Usa"
16609,261.91,1140.0,3.69,54.9,0.4,-999.0,6.47081175319772,35.777167043979,14242516,Long Beach Water Reclm Plant 1
16610,448.0,1140.0,3.69,262.55,0.4,-999.0,31.002584798670497,46.5846833192574,14242516,Lanfair
16611,273.32,1140.0,3.69,65.68,1.025,-999.0,11.8887487221148,23.48348221571175,14242516,Laguna Bell
16612,303.0,1140.0,3.69,173.38,0.325,-999.0,22.488415485451853,32.9808895806135,14242516,Lone Juniper Ranch
16613,244.74,1140.0,3.69,41.43,0.7125,-999.0,6.16060298913621,15.22202269901115,14242516,"Fountain Valley, I-5"
16614,680.05,1140.0,3.69,134.29,0.4625,-999.0,17.558778510845897,24.45184254855975,14242516,Leuhmann Ridge Extension
16615,511.0,1140.0,3.69,194.43,0.675,-999.0,23.83662394789785,33.15860069101355,14242516,Laurel Mtn Radio Fac
16616,365.0,1140.0,3.69,70.72,0.7125,-999.0,10.4695791489737,19.91447834496125,14242516,Lugo
16617,682.03,1140.0,3.69,96.01,0.425,-999.0,12.5081465405679,22.27174055580825,14242516,"Lost Valley Boy Scout Camp, San Diego Co., Ca, Usa"
16618,1188.0,1140.0,3.69,144.48,0.7375,-999.0,17.094618122362853,26.12452654618075,14242516,Marine Combat Center 29palms
16619,338.28,1140.0,3.69,104.05,0.6125,-999.0,6.249412612450735,20.2962108139932,14242516,Mirage
16620,335.43,1140.0,3.69,30.23,1.75,-999.0,5.314987607686396,12.000993752162,14242516,"Mira Loma, I-15 and Riverside"
16621,244.0,1140.0,3.69,48.93,1.375,-999.0,1.584909646233495,7.0597160135427455,14242516,Mt. San Jacinto Campus
16622,622.32,1140.0,3.69,31.08,0.225,-999.0,2.699937854514009,4.712722369409435,14242516,"Jodan Farms Nursery, Murrieta"
16623,760.0,1140.0,3.69,74.87,1.5,-999.0,12.4068303556261,18.989598424641052,14242516,Mount Wilson Obsv
16624,414.77,1140.0,3.69,45.62,0.5125,-999.0,7.78765758734888,12.88753880988795,14242516,Olinda
16625,489.0,1140.0,3.69,135.49,1.5,-999.0,18.50355967267645,108.169937708961,14242516,Otay Lakes Park
16626,639.74,1140.0,3.69,77.16,0.35,-999.0,11.660395880247853,20.14142224071265,14242516,Pasadena (PASA)
16627,388.68,1140.0,3.69,44.46,0.3625,-999.0,6.01113493960061,10.7703452471151,14242516,Padua
16628,417.99,1140.0,3.69,29.9,0.925,-999.0,2.334238752396984,7.192342230094975,14242516,"Lake Perris, Lake Perris Drive"
16629,763.0,1140.0,3.69,96.35,1.25,-999.0,10.684401981755885,19.879197842375,14242516,"Pinon Flats Observatory, Ca, Usa"
16630,465.0,1140.0,3.69,71.86,0.375,-999.0,10.099341118708946,18.7131510154886,14242516,Palomar
16631,699.0,1140.0,3.69,12.11,0.4,-999.0,1.93244349336655,4.684884321730615,14242516,Pleasants Peak
16632,786.0,1140.0,3.69,103.38,0.4375,-999.0,11.8851603079418,20.2399156896116,14242516,Palm Desert
16633,408.2,1140.0,3.69,87.46,0.275,-999.0,13.8428543710396,43.392424460601,14242516,Palm Springs Desert Museum
16634,462.66,1140.0,3.69,48.68,0.3125,-999.0,7.13014840400009,14.0690805447133,14242516,Puddingstone Reservoir
16635,704.1,1140.0,3.69,60.53,0.4,-999.0,6.40228395295482,12.5991990325504,14242516,"Red Mountain, Riverside Co., Ca, Usa"
16636,282.25,1140.0,3.69,108.92,0.1625,-999.0,12.0490594613806,19.80713594294145,14242516,Rinaldi Receiving Sta
16637,529.99,1140.0,3.69,83.7,0.2875,-999.0,13.9651101847587,20.901880482730803,14242516,Rancho Palos Verdes
16638,372.0,1140.0,3.69,134.49,0.2875,-999.0,16.4889966323375,24.389142492061,14242516,Edison Barstow Service Cntr 30553 Rimrock Rd
16639,278.64,1140.0,3.69,64.13,0.3875,-999.0,11.856667608374249,87.9573612196888,14242516,Rush
16640,355.87,1140.0,3.69,30.41,0.2125,-999.0,4.907722263261815,10.84397206282985,14242516,Riverside
16641,1131.0,1140.0,3.69,109.91,0.375,-999.0,12.183704825437,18.8698364357191,14242516,Saddle Butte State Park
16642,393.0,1140.0,3.69,59.89,0.3,-999.0,8.712705931487434,16.34018365607845,14242516,Strawberry Peak
16643,442.0,1140.0,3.69,129.53,0.55,-999.0,13.53458698450225,24.88685943050985,14242516,"San Clemente Island 2, Ca, Usa"
16644,420.96,1140.0,3.69,25.16,0.325,-999.0,6.43969024449712,13.6031628920022,14242516,Saddleback
16645,827.0,1140.0,3.69,121.99,0.3875,-999.0,6.300686783245295,12.192968761730304,14242516,San Diego Road Dept
16646,499.0,1140.0,3.69,65.0,0.3125,-999.0,10.7683226687542,20.99835260374965,14242516,"Banning, Hwy 243, San Jacinto"
16647,377.62,1140.0,3.69,93.66,0.4,-999.0,13.0399469548799,25.0080290070865,14242516,Santa Monica Fire St
16648,503.11,1140.0,3.69,101.58,0.85,-999.0,16.055676924565798,57.21339162292065,14242516,"Mpl Laboratory, Mt. Soledad, La Jolla, Ca, Usa"
16649,750.25,1140.0,3.69,111.86,0.3375,-999.0,18.38570416447085,28.836568836465197,14242516,Saddle Peak Fire Camp 8
16650,924.0,1140.0,3.69,297.42,0.5125,-999.0,37.3768721029861,137.59722474650948,14242516,Springville 2
16651,440.67,1140.0,3.69,28.71,0.5,-999.0,3.8182010427106903,19.68523647117275,14242516,Serrano
16652,489.62,1140.0,3.69,167.94,0.625,-999.0,23.16796702876395,35.0819171185561,14242516,Santa Clara
16653,302.09,1140.0,3.69,26.17,0.2375,-999.0,5.495668618821685,12.9265467236352,14242516,Santiago
16654,698.72,1140.0,3.69,54.9,0.325,-999.0,8.06560613178552,16.236047765494998,14242516,"Mentone, Greenspot Rd."
16655,586.0,1140.0,3.69,73.51,0.5,-999.0,11.340640135387051,19.1732244398561,14242516,Table Mountain 2
16656,895.0,1140.0,3.69,192.45,0.4125,-999.0,14.7252569615602,21.96990004355315,14242516,Cattani Ranch
16657,383.09,1140.0,3.69,130.6,0.4625,-999.0,66.94758045192205,152.243018614401,14242516,Thousand Oaks Ventura
16658,819.0,1140.0,3.69,237.45,0.425,-999.0,36.0827215553962,96.74159193707524,14242516,Turquoise Mountain
16659,405.0,1140.0,3.69,100.76,0.35,-999.0,8.537340191129594,14.56720812604495,14242516,Vincent Substation
16660,402.0,1140.0,3.69,208.56,0.375,-999.0,20.9654322954516,36.275793933198,14242516,Bird Spring
16661,342.64,1140.0,3.69,51.64,0.35,-999.0,11.885434346855249,21.2105005889622,14242516,Walnut
16662,511.0,1141.0,3.79,159.6,0.6625,-999.0,8.47731370904838,14.691918761557009,9081410,Barrett
16663,461.0,1141.0,3.79,142.66,0.4375,-999.0,20.44489100972315,36.51655235446365,9081410,Burnt Peak
16664,927.0,1141.0,3.79,80.24,0.525,-999.0,10.56558823195955,15.241479152469552,9081410,Chilao Flat Rngr Sta
16665,481.14,1141.0,3.79,53.57,0.3625,-999.0,8.402995999809235,17.82536720814555,9081410,Cal Poly Pomona
16666,392.7,1141.0,3.79,35.84,0.525,-999.0,3.994894868145845,9.382192016137983,9081410,"Corona, E. 5th St. and Joy St."
16667,477.0,1141.0,3.79,181.06,0.5,-999.0,25.24681179223535,35.16774919238805,9081410,Danby
16668,396.06,1141.0,3.79,60.18,0.4,-999.0,10.6130082276254,17.808348614205002,9081410,Devers
16669,576.04,1141.0,3.79,47.54,0.375,-999.0,6.9844629102807545,11.0855192228511,9081410,Domenigoni Reservoir
16670,668.72,1141.0,3.79,113.29,0.6125,-999.0,15.23734379234865,24.500673319137,9081410,Donna Jones Jenkins
16671,335.43,1141.0,3.79,20.45,0.3375,-999.0,2.818728484983605,6.605852610843075,9081410,"Fontana, Arrow Hwy and Bennett"
16672,629.08,1141.0,3.79,119.58,0.525,-999.0,23.5039712504722,42.65270911750885,9081410,Federal Prison Camp
16673,726.0,1141.0,3.79,118.97,0.55,-999.0,18.097252759218797,29.6517978113581,9081410,Hector
16674,655.67,1141.0,3.79,120.9,0.5375,-999.0,14.7568895132239,21.153356731257503,9081410,Julian Camp Stevens
16675,371.33,1141.0,3.79,83.92,0.4125,-999.0,27.75269679462135,63.576811128074446,9081410,Lake Los Angeles
16676,365.0,1141.0,3.79,37.64,0.375,-999.0,4.599842920336664,8.07058629228715,9081410,Lugo
16677,335.43,1141.0,3.79,31.04,0.325,-999.0,3.0594134947388403,9.01735899693601,9081410,"Mira Loma, I-15 and Riverside"
16678,760.0,1141.0,3.79,79.06,0.525,-999.0,13.00938484458215,18.0992917179874,9081410,Mount Wilson Obsv
16679,416.52,1141.0,3.79,151.44,0.5875,-999.0,18.6783134388234,27.9309860303862,9081410,Osito Audit: Castaic Lake Dam
16680,639.74,1141.0,3.79,87.68,0.4875,-999.0,12.70424800484205,19.21998942962665,9081410,Pasadena (PASA)
16681,465.0,1141.0,3.79,83.14,0.525,-999.0,11.4152418874664,17.02510038017605,9081410,Palomar
16682,699.0,1141.0,3.79,44.61,0.4875,-999.0,6.671584721457075,14.7262489037084,9081410,Pleasants Peak
16683,529.99,1141.0,3.79,113.58,0.8625,-999.0,9.17609810877715,15.96146267328375,9081410,Rancho Palos Verdes
16684,637.91,1141.0,3.79,21.89,0.4625,-999.0,0.36745929256783,1.25301986065776,9081410,Riverside
16685,278.64,1141.0,3.79,78.6,0.5625,-999.0,6.662353063721455,15.147429484569251,9081410,Rush
16686,355.87,1141.0,3.79,14.6,0.3625,-999.0,2.7571987483201,6.362811176865165,9081410,Riverside
16687,393.0,1141.0,3.79,20.39,0.3875,-999.0,3.83563860795239,6.32869999367808,9081410,Strawberry Peak
16688,377.62,1141.0,3.79,113.27,1.25,-999.0,8.48819467709616,17.8407832314757,9081410,Santa Monica Fire St
16689,368.74,1141.0,3.79,119.76,0.525,-999.0,21.89618796159035,36.68408664621985,9081410,Solamint
16690,698.72,1141.0,3.79,12.84,0.375,-999.0,2.1724254151143363,4.285980329836439,9081410,"Mentone, Greenspot Rd."
16691,586.0,1141.0,3.79,55.95,0.3625,-999.0,9.22501573647951,15.339420399365,9081410,Table Mountain 2
16692,217.84,1141.0,3.79,107.49,0.5,-999.0,15.198446765318,25.3931861004137,9081410,Thermal Airport
16693,277.66,1141.0,3.79,97.59,0.525,-999.0,38.26398061567265,67.66432825970921,9081410,Univ Southern Ca
16694,405.0,1141.0,3.79,95.41,0.5,-999.0,8.28520339937117,12.810927536143002,9081410,Vincent Substation
16695,374.5,1141.0,3.79,57.77,0.3875,-999.0,3.94366420637873,8.32386611959156,9081410,Victorville
16696,760.0,1142.0,3.73,36.44,0.4375,-999.0,0.2513684783577795,1.547108941160469,13813696,Agave Hill
16697,511.0,1142.0,3.73,91.87,0.7125,-999.0,12.2060942594193,18.6165221763235,13813696,Barrett
16698,356.0,1142.0,3.73,85.02,0.45,-999.0,10.831071429455015,17.118523083986002,13813696,Big Bear Solar Observatory
16699,341.0,1142.0,3.73,49.95,0.5125,-999.0,5.68094766088405,25.0250248309455,13813696,"Beaumont, I-10 at 79"
16700,796.0,1142.0,3.73,89.54,0.45,-999.0,10.494997351703429,16.8153724669695,13813696,Belle Mountain Joshua Tree
16701,500.0,1142.0,3.73,115.68,0.75,-999.0,9.88904166751321,30.889622821992752,13813696,Mt. Baldy Ranger Station
16702,524.0,1142.0,3.73,71.49,0.3875,-999.0,6.73191263782346,9.873612866612197,13813696,Black Rock Canyon Campground 2
16703,619.0,1142.0,3.73,41.19,0.675,-999.0,4.173236235673665,8.203521367264695,13813696,Borrego Springs
16704,461.0,1142.0,3.73,211.61,0.6375,-999.0,15.60901051736645,23.3267643892574,13813696,Burnt Peak
16705,681.24,1142.0,3.73,8.65,0.3125,-999.0,2.674109865101555,7.26035024344545,13813696,"Buzz Northern'S Place, Terwilliger, Ca, Usa"
16706,652.2,1142.0,3.73,41.82,0.375,-999.0,5.318034196836635,12.57326833504565,13813696,Capra Ranch
16707,927.0,1142.0,3.73,148.09,0.675,-999.0,3.9262675690676847,8.643508069086115,13813696,Chilao Flat Rngr Sta
16708,370.0,1142.0,3.73,73.28,0.4,-999.0,9.33279217445806,18.74083452499005,13813696,"Cactus City, Airway beacon"
16709,396.06,1142.0,3.73,50.63,0.725,-999.0,8.98734553726776,16.8583496469953,13813696,Devers
16710,576.04,1142.0,3.73,27.37,0.6125,-999.0,4.6136546623386,7.860587875635256,13813696,Domenigoni Reservoir
16711,361.0,1142.0,3.73,13.83,0.1625,-999.0,1.77659515263634,4.54062982190862,13813696,"Anza, Mitchell Rd."
16712,611.0,1142.0,3.73,58.5,0.4625,-999.0,3.077286018132785,8.855021014299659,13813696,Dos Picos County Park
16713,805.0,1142.0,3.73,68.49,1.5,-999.0,8.08550553651951,15.6400292816139,13813696,El Monte County Park
16714,238.0,1142.0,3.73,97.14,0.7,-999.0,4.24519165486502,19.50981971651315,13813696,Elmore'S Ranch
16715,559.0,1142.0,3.73,58.24,0.725,-999.0,6.741802510217434,34.1903438647755,13813696,Green Oak Ranch
16716,981.0,1142.0,3.73,166.01,0.8,-999.0,11.194564115028667,16.8000785833672,13813696,Iron Mountain Pumping Station
16717,655.67,1142.0,3.73,48.79,0.775,-999.0,7.436563274859105,14.207166136569,13813696,Julian Camp Stevens
16718,388.0,1142.0,3.73,96.45,0.45,-999.0,10.118528575830544,14.6412359738821,13813696,Johnson Valley
16719,739.55,1142.0,3.73,23.39,0.5125,-999.0,5.30964155063276,9.054972282945084,13813696,"Keenwild Fire Station, Mountain Center, Ca, Usa"
16720,378.0,1142.0,3.73,219.47,0.725,-999.0,11.48529166700429,18.5193857518092,13813696,Leduc Ranch
16721,365.0,1142.0,3.73,110.25,0.8625,-999.0,6.13089923631804,15.297873758387102,13813696,Lugo
16722,682.03,1142.0,3.73,24.94,0.375,-999.0,1.95811617319638,6.0561294875385006,13813696,"Lost Valley Boy Scout Camp, San Diego Co., Ca, Usa"
16723,1188.0,1142.0,3.73,104.29,0.475,-999.0,7.38154295071023,15.04691047540225,13813696,Marine Combat Center 29palms
16724,338.28,1142.0,3.73,50.31,0.375,-999.0,2.681486613896615,11.68034341862645,13813696,Mirage
16725,244.0,1142.0,3.73,38.13,0.275,-999.0,3.224484649214935,9.60074562260481,13813696,Mt. San Jacinto Campus
16726,760.0,1142.0,3.73,143.38,0.7625,-999.0,14.49649877353025,21.377943098710652,13813696,Mount Wilson Obsv
16727,414.77,1142.0,3.73,117.52,0.8,-999.0,16.2930289706495,26.62724915764755,13813696,Olinda
16728,763.0,1142.0,3.73,30.3,0.625,-999.0,2.110665472645145,6.258980719346765,13813696,"Pinon Flats Observatory, Ca, Usa"
16729,465.0,1142.0,3.73,19.06,0.3,-999.0,3.082835461469895,5.370407014310915,13813696,Palomar
16730,699.0,1142.0,3.73,84.22,0.7375,-999.0,13.226403989106949,23.7760995509365,13813696,Pleasants Peak
16731,704.1,1142.0,3.73,15.42,0.3,-999.0,2.2463548084095653,5.87500693821202,13813696,"Red Mountain, Riverside Co., Ca, Usa"
16732,355.87,1142.0,3.73,77.96,0.4875,-999.0,8.47933335008976,13.0092839657806,13813696,Riverside
16733,253.0,1142.0,3.73,76.02,0.375,-999.0,11.145654397732814,22.184102080445548,13813696,Salton City #2
16734,393.0,1142.0,3.73,91.34,0.6,-999.0,8.44627276405355,17.7987035621148,13813696,Strawberry Peak
16735,827.0,1142.0,3.73,86.94,0.7,-999.0,9.72578568487961,24.3954049525871,13813696,San Diego Road Dept
16736,499.0,1142.0,3.73,36.27,0.6875,-999.0,5.760775501348065,11.92578455673825,13813696,"Banning, Hwy 243, San Jacinto"
16737,698.72,1142.0,3.73,73.15,0.6375,-999.0,2.89863485517733,7.070033301562535,13813696,"Mentone, Greenspot Rd."
16738,503.0,1142.0,3.73,108.78,0.85,-999.0,10.657635630397351,21.849351848831297,13813696,Sam W. Stewart
16739,586.0,1142.0,3.73,128.51,0.7875,-999.0,5.8082689676742945,44.53392567426725,13813696,Table Mountain 2
16740,217.84,1142.0,3.73,57.09,0.5875,-999.0,10.39975664622655,23.70995690639795,13813696,Thermal Airport
16741,374.5,1142.0,3.73,128.01,0.5625,-999.0,4.5912571399869755,71.76071696004995,13813696,Victorville
16742,191.14,1143.0,3.72,40.32,0.3125,-999.0,6.20676863386627,19.75906549605235,10273353,Salton Sea Wildlife Refuge
16743,511.0,1143.0,3.72,75.14,0.3875,-999.0,13.16402722436075,22.18488904528985,10273353,Barrett
16744,356.0,1143.0,3.72,151.16,0.375,-999.0,20.4934622923652,33.19558649235215,10273353,Big Bear Solar Observatory
16745,763.0,1143.0,3.72,81.53,0.3,-999.0,10.293026219165355,55.746922904147,10273353,Big Chuckawalla Mtns
16746,796.0,1143.0,3.72,98.78,0.4375,-999.0,14.3467431360535,22.61285138108025,10273353,Belle Mountain Joshua Tree
16747,524.0,1143.0,3.72,110.91,0.425,-999.0,80.8357973915956,160.880138366759,10273353,Black Rock Canyon Campground 2
16748,1029.0,1143.0,3.72,157.86,0.4625,-999.0,23.35964105769035,50.2995072755275,10273353,Blythe
16749,619.0,1143.0,3.72,38.33,0.3625,-999.0,4.731495551289295,8.83422578449149,10273353,Borrego Springs
16750,210.25,1143.0,3.72,77.39,0.475,-999.0,9.310588157639984,23.487884111916895,10273353,Brunts Corner
16751,652.2,1143.0,3.72,110.84,0.4875,-999.0,12.656736795970076,21.16889913599285,10273353,Capra Ranch
16752,370.0,1143.0,3.72,60.46,0.35,-999.0,10.78045135772875,16.5912752320826,10273353,"Cactus City, Airway beacon"
16753,576.04,1143.0,3.72,107.33,0.4375,-999.0,11.5412898497712,16.4944742397835,10273353,Domenigoni Reservoir
16754,361.0,1143.0,3.72,73.97,0.3125,-999.0,9.539496473396614,17.3468477421635,10273353,"Anza, Mitchell Rd."
16755,611.0,1143.0,3.72,83.96,0.3625,-999.0,13.1132039022668,72.6042157458226,10273353,Dos Picos County Park
16756,625.0,1143.0,3.72,50.04,0.4125,-999.0,4.5846898377445005,10.976898413065276,10273353,Desert View Tower
16757,805.0,1143.0,3.72,78.03,0.375,-999.0,10.652913408340094,16.646326547644,10273353,El Monte County Park
16758,238.0,1143.0,3.72,20.39,0.275,-999.0,1.4941032060389952,8.14617769680525,10273353,Elmore'S Ranch
16759,743.0,1143.0,3.72,113.42,0.425,-999.0,20.5339904840518,31.0065341280235,10273353,"Glamis, Black Mountain Rd"
16760,559.0,1143.0,3.72,109.86,0.4875,-999.0,14.4890446413745,18.12367083421205,10273353,Green Oak Ranch
16761,981.0,1143.0,3.72,143.04,0.5375,-999.0,18.1138703436641,24.79672714534655,10273353,Iron Mountain Pumping Station
16762,655.67,1143.0,3.72,50.82,0.425,-999.0,9.188516794758463,13.184258841919998,10273353,Julian Camp Stevens
16763,680.05,1143.0,3.72,253.24,0.5875,-999.0,120.214815817496,166.1883579579035,10273353,Leuhmann Ridge Extension
16764,1188.0,1143.0,3.72,123.81,0.4,-999.0,18.37783583145565,29.917576748512047,10273353,Marine Combat Center 29palms
16765,338.28,1143.0,3.72,83.8,0.2625,-999.0,13.7508708199393,24.897031091714048,10273353,Mirage
16766,622.32,1143.0,3.72,119.48,0.4125,-999.0,11.1104361779631,21.66662645672705,10273353,"Jodan Farms Nursery, Murrieta"
16767,401.0,1143.0,3.72,226.37,0.3875,-999.0,28.476092790566852,53.8639085475426,10273353,Needles Airport
16768,352.0,1143.0,3.72,50.12,0.4625,-999.0,7.548916152997265,14.2808020925823,10273353,North Shore Salton Sea 2
16769,489.0,1143.0,3.72,99.29,0.5625,-999.0,16.98699865971865,92.13872003264385,10273353,Otay Lakes Park
16770,763.0,1143.0,3.72,67.26,0.35,-999.0,10.14867436254589,15.7033909566977,10273353,"Pinon Flats Observatory, Ca, Usa"
16771,465.0,1143.0,3.72,80.28,0.3375,-999.0,11.13177094765415,15.677921723778953,10273353,Palomar
16772,786.0,1143.0,3.72,66.81,0.425,-999.0,10.46086046607165,16.07017831457285,10273353,Palm Desert
16773,408.2,1143.0,3.72,91.7,0.425,-999.0,12.800721782728449,27.24149093121805,10273353,Palm Springs Desert Museum
16774,462.66,1143.0,3.72,195.96,0.4875,-999.0,13.334536938788906,46.0141336463898,10273353,Puddingstone Reservoir
16775,704.1,1143.0,3.72,93.87,0.3875,-999.0,8.66354950499442,12.81626087870905,10273353,"Red Mountain, Riverside Co., Ca, Usa"
16776,355.87,1143.0,3.72,157.22,0.575,-999.0,17.3831577865241,30.748627864560248,10273353,Riverside
16777,309.0,1143.0,3.72,39.8,0.6375,-999.0,8.960654934133466,18.341215437712695,10273353,Rock Hill
16778,253.0,1143.0,3.72,19.41,0.1125,-999.0,2.17289824771828,5.87822357175357,10273353,Salton City #2
16779,439.0,1143.0,3.72,107.74,0.4875,-999.0,15.09294495158485,46.73482633864895,10273353,San Diego Mission Control
16780,827.0,1143.0,3.72,92.98,0.5125,-999.0,15.64754944915645,24.7967811424671,10273353,San Diego Road Dept
16781,333.15,1143.0,3.72,37.11,0.225,-999.0,7.72901344946677,17.58013383458355,10273353,"Superstition Hills Fault, port (SHF2)"
16782,331.92,1143.0,3.72,35.37,0.2125,-999.0,7.62985545644567,15.09968953512995,10273353,"Superstition Hills Fault, port (SHF7)"
16783,499.0,1143.0,3.72,106.04,0.325,-999.0,14.1707279513307,20.06027054825485,10273353,"Banning, Hwy 243, San Jacinto"
16784,698.72,1143.0,3.72,147.11,0.3625,-999.0,18.062005713309706,24.012209558891648,10273353,"Mentone, Greenspot Rd."
16785,503.0,1143.0,3.72,28.99,0.1125,-999.0,1.52790120502511,5.189486333953405,10273353,Sam W. Stewart
16786,1100.0,1143.0,3.72,53.89,0.2875,-999.0,9.444708707937057,15.7276778179781,10273353,Toro Canyon
16787,242.0,1143.0,3.72,48.41,0.3625,-999.0,3.18132388646033,12.200946517385525,10273353,Westside Elementary School
16788,511.0,1144.0,3.87,162.27,0.5875,-999.0,20.090156654624,29.3169469137105,9084273,Barrett
16789,763.0,1144.0,3.87,131.86,0.525,-999.0,10.458520669170554,17.7624091836634,9084273,Big Chuckawalla Mtns
16790,210.25,1144.0,3.87,189.75,0.7,-999.0,26.5771145475222,39.8952322267253,9084273,Brunts Corner
16791,392.7,1144.0,3.87,78.83,0.6,-999.0,12.412883049783549,18.80674922981585,9084273,"Corona, E. 5th St. and Joy St."
16792,396.06,1144.0,3.87,27.84,0.3875,-999.0,4.90496864280909,11.96228301170185,9084273,Devers
16793,617.51,1144.0,3.87,139.25,0.6625,-999.0,22.09651837831525,61.09696037137866,9084273,Edwards Air Force Base
16794,743.0,1144.0,3.87,215.99,0.575,-999.0,20.8532216039022,31.250153732443,9084273,"Glamis, Black Mountain Rd"
16795,726.0,1144.0,3.87,86.03,0.525,-999.0,8.549070268212024,19.07324452193065,9084273,Hector
16796,655.67,1144.0,3.87,117.87,0.525,-999.0,13.70050510245105,21.5516830915307,9084273,Julian Camp Stevens
16797,371.33,1144.0,3.87,110.53,0.525,-999.0,15.18704227598895,25.44125684874455,9084273,Lake Los Angeles
16798,511.0,1144.0,3.87,170.65,0.625,-999.0,26.25998669891205,45.474890802532755,9084273,Laurel Mtn Radio Fac
16799,335.43,1144.0,3.87,74.7,0.525,-999.0,14.84285632225305,35.0306968243873,9084273,"Mira Loma, I-15 and Riverside"
16800,956.0,1144.0,3.87,185.77,0.625,-999.0,24.2112896753499,40.362863418902506,9084273,Mountain Pass
16801,416.52,1144.0,3.87,187.19,0.6375,-999.0,22.5513591047847,30.6771840374918,9084273,Osito Audit: Castaic Lake Dam
16802,465.0,1144.0,3.87,87.61,0.65,-999.0,11.84880549990395,15.1375109356944,9084273,Palomar
16803,482.0,1144.0,3.87,200.15,0.6125,-999.0,28.7681579637008,41.4107454791799,9084273,Slate Mountain
16804,503.0,1144.0,3.87,159.63,0.8125,-999.0,18.55305552500455,27.46737534392835,9084273,Sam W. Stewart
16805,405.0,1144.0,3.87,129.81,0.55,-999.0,18.462226612609797,29.5830694275646,9084273,Vincent Substation
16806,374.5,1144.0,3.87,69.54,0.4375,-999.0,2.5039750346364,9.291177593561915,9084273,Victorville
16807,375.0,1145.0,3.49,53.21,0.4375,-999.0,11.1898289264301,107.58978410263,14039128,Adelanto Receiving Station
16808,760.0,1145.0,3.49,88.83,0.525,-999.0,13.5329420053844,22.2031244858173,14039128,Agave Hill
16809,511.0,1145.0,3.49,182.57,0.575,-999.0,23.8577678460561,33.1121712592019,14039128,Barrett
16810,356.0,1145.0,3.49,4.99,0.2,-999.0,2.0989773350589553,5.265908517949114,14039128,Big Bear Solar Observatory
16811,341.0,1145.0,3.49,43.22,0.2625,-999.0,8.27390670947521,18.0698308961867,14039128,"Beaumont, I-10 at 79"
16812,796.0,1145.0,3.49,92.06,0.375,-999.0,6.640771345395285,10.7251686345626,14039128,Belle Mountain Joshua Tree
16813,500.0,1145.0,3.49,67.19,0.3875,-999.0,12.8635210607161,25.3668384124304,14039128,Mt. Baldy Ranger Station
16814,524.0,1145.0,3.49,56.13,0.275,-999.0,4.609186138247585,8.462164749462165,14039128,Black Rock Canyon Campground 2
16815,619.0,1145.0,3.49,124.86,0.5,-999.0,16.28156677086895,24.213388606891,14039128,Borrego Springs
16816,652.2,1145.0,3.49,105.17,0.2375,-999.0,3.53952160417186,7.646025222380359,14039128,Capra Ranch
16817,927.0,1145.0,3.49,100.48,0.45,-999.0,17.9350992233705,29.8590719578954,14039128,Chilao Flat Rngr Sta
16818,370.0,1145.0,3.49,112.87,0.3875,-999.0,9.169267052125,17.8160659239287,14039128,"Cactus City, Airway beacon"
16819,396.06,1145.0,3.49,52.33,0.2875,-999.0,7.361578271722511,12.4368108066382,14039128,Devers
16820,576.04,1145.0,3.49,73.48,1.05,-999.0,11.438861781133149,15.9769811266103,14039128,Domenigoni Reservoir
16821,361.0,1145.0,3.49,86.75,0.35,-999.0,13.1638940676353,19.908170310592347,14039128,"Anza, Mitchell Rd."
16822,1329.0,1145.0,3.49,119.53,0.35,-999.0,11.6588594650092,19.08277668423055,14039128,Desert Studies Center
16823,559.0,1145.0,3.49,131.33,0.4375,-999.0,15.92733160992745,20.043094478681347,14039128,Green Oak Ranch
16824,679.0,1145.0,3.49,110.87,0.35,-999.0,17.41968806998775,25.42651481385925,14039128,Goldstone
16825,726.0,1145.0,3.49,79.42,0.275,-999.0,9.999377910574434,15.7170166529213,14039128,Hector
16826,981.0,1145.0,3.49,164.75,0.4875,-999.0,22.70069577228315,29.2902329221024,14039128,Iron Mountain Pumping Station
