RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95
14028,365.78,1079.0,3.7,59.77,0.6875,-999.0,12.04888656153865,26.158567130538202
14029,407.1,1079.0,3.7,38.94,0.45,-999.0,4.515383998258355,8.75284018546752
14030,462.66,1079.0,3.7,30.33,0.55,-999.0,3.91508219214803,12.33699411094285
14031,407.62,1079.0,3.7,33.14,0.8,-999.0,7.034377662431915,10.724868182287349
14032,258.1,1079.0,3.7,19.24,0.5125,-999.0,7.99739482056151,21.201972546714
14033,354.81,1079.0,3.7,17.87,0.4375,-999.0,7.48179848433456,17.951692979229698
14034,387.23,1079.0,3.7,34.33,0.775,-999.0,5.515274619465995,11.7479234292211
14035,361.42,1079.0,3.7,20.1,0.5375,-999.0,8.45145735004651,18.0819504106348
14036,414.77,1079.0,3.7,16.61,0.425,-999.0,3.19900585217602,9.05135991685831
14037,348.66,1079.0,3.7,49.19,0.6625,-999.0,16.4575996830208,72.47998065944165
14038,261.91,1079.0,3.7,15.46,0.2625,-999.0,1.1056745732846325,3.56807979897885
14039,284.38,1079.0,3.7,28.08,0.5125,-999.0,4.864199860185335,14.2558544393369
14040,274.33,1079.0,3.7,11.34,0.3875,-999.0,0.2924938435855605,3.5359534066577547
14041,378.54,1079.0,3.7,9.09,0.3625,-999.0,2.27219075778465,5.062186464777345
14042,518.85,1079.0,3.7,19.31,0.45,-999.0,1.9702313547112151,7.06515327898785
14043,470.57,1079.0,3.7,24.27,0.0375,-999.0,3.8238465380693754,9.513170132221815
14044,521.55,1079.0,3.7,16.01,0.225,-999.0,4.97569826278463,11.63355589782736
14045,490.24,1079.0,3.7,13.89,0.45,-999.0,2.204245447540915,7.2386535845558
14046,410.46,1079.0,3.7,17.91,0.4375,-999.0,3.9386440645450502,11.77168212226155
14047,600.0,1079.0,3.7,81.26,0.5875,-999.0,12.196737549072001,20.4233190958265
14048,613.05,1079.0,3.7,31.12,0.8375,-999.0,10.581638752268251,16.377900865327298
14049,519.0,1079.0,3.7,45.89,0.55,-999.0,9.032339904646165,20.377916045884703
14050,552.56,1079.0,3.7,32.18,0.6,-999.0,8.846091301532464,15.8576767877097
14051,391.84,1079.0,3.7,22.19,0.475,-999.0,5.295140950134135,14.448068527465
14052,471.0,1079.0,3.7,54.76,0.6375,-999.0,12.2912218214105,22.6750342808201
14053,501.27,1079.0,3.7,7.41,0.4,-999.0,0.959106260250312,2.9363438981554797
14054,507.43,1079.0,3.7,23.25,0.55,-999.0,4.546518847436269,6.901659644240355
14055,480.79,1079.0,3.7,8.9,0.3,-999.0,1.0129545736799954,4.418361003298215
14056,652.29,1079.0,3.7,18.47,0.525,-999.0,1.73409490310159,4.64083137628257
14057,422.0,1079.0,3.7,24.62,0.35,-999.0,8.80457663840905,17.475724394811
14058,760.0,1079.0,3.7,68.41,0.1625,-999.0,7.849885886541115,16.61143431973185
14059,507.06,1079.0,3.7,82.55,0.5125,-999.0,8.500950256523655,15.5405096033164
14060,396.89,1079.0,3.7,164.06,0.7375,-999.0,24.30575341866485,36.2590518498897
14061,385.47,1079.0,3.7,56.69,0.4625,-999.0,2.51137778738837,7.93645562520066
14062,584.0,1079.0,3.7,54.59,0.9375,-999.0,10.971878314374699,20.323621991051347
14063,560.63,1079.0,3.7,70.53,0.6625,-999.0,9.481842398929714,16.596282378860998
14064,437.0,1079.0,3.7,50.58,0.8875,-999.0,9.291405450071931,16.59801696421675
14065,719.52,1079.0,3.7,47.07,0.85,-999.0,2.58232124518119,5.1459985326663595
14066,504.27,1079.0,3.7,66.32,0.5,-999.0,12.81399164388325,21.37671823294125
14067,690.97,1079.0,3.7,67.03,1.0375,-999.0,12.1633790737969,18.295482602125148
14068,477.0,1079.0,3.7,78.08,1.05,-999.0,12.0006731613964,19.14482329094755
14069,635.15,1079.0,3.7,40.22,0.6375,-999.0,2.768747621386925,5.09960314371264
14070,429.01,1079.0,3.7,60.76,0.475,-999.0,10.568962782191015,20.16471262822005
14071,402.6,1079.0,3.7,71.79,0.575,-999.0,9.249297952587275,14.84931552410105
14072,391.55,1079.0,3.7,47.08,0.15,-999.0,7.02147235314122,14.53059747828495
14073,723.35,1079.0,3.7,39.68,0.725,-999.0,2.7111163118337203,6.80512888781011
14074,432.0,1079.0,3.7,45.61,0.675,-999.0,11.70400489568115,23.204923868101652
14075,535.12,1079.0,3.7,45.21,0.775,-999.0,3.01090216829688,6.645402305055325
14076,760.0,1079.0,3.7,79.94,0.2125,-999.0,10.116535740409265,17.400986529642147
14077,710.29,1079.0,3.7,63.68,0.375,-999.0,10.683888217770306,21.616275237203048
14078,652.29,1079.0,3.7,123.18,0.3125,-999.0,23.1581167558499,43.278913882785346
14079,652.29,1079.0,3.7,71.75,0.4125,-999.0,8.333981615711785,25.380097177406448
14080,760.0,1079.0,3.7,65.29,0.45,-999.0,15.80061413701105,47.5114447465852
14081,560.63,1079.0,3.7,87.18,0.7375,-999.0,8.12177516447751,14.604602063543702
14082,741.53,1079.0,3.7,102.66,0.7125,-999.0,14.2752273404856,28.69372502320445
14083,760.0,1079.0,3.7,53.77,0.4875,-999.0,10.18335080852323,20.6840652315347
14084,403.94,1079.0,3.7,45.02,0.4625,-999.0,16.1708905013514,36.55281774867851
14085,760.0,1079.0,3.7,68.56,0.6375,-999.0,11.01294022558805,14.732483372631851
14086,627.87,1079.0,3.7,33.73,0.4,-999.0,5.11679155980149,13.6176834264209
14087,404.73,1079.0,3.7,68.54,0.5,-999.0,9.798764265553665,15.6303636390202
14088,560.63,1079.0,3.7,85.6,0.825,-999.0,14.207995396541499,39.44433805556585
14089,760.0,1079.0,3.7,47.63,0.85,-999.0,9.857934979848359,14.246555162175401
14090,453.67,1079.0,3.7,49.64,0.4375,-999.0,8.94567231886202,29.5358841720212
14091,560.63,1079.0,3.7,79.55,0.725,-999.0,11.6375252164299,17.82438896854415
14092,760.0,1079.0,3.7,82.54,0.825,-999.0,9.612426279341065,24.9394744823272
14093,396.89,1080.0,3.8,110.14,0.0875,-999.0,14.9910353039819,20.6619367331199
14094,323.0,1080.0,3.8,172.85,0.6125,-999.0,23.7460095410492,38.703721197886
14095,504.27,1080.0,3.8,216.55,0.7625,-999.0,30.10168873565815,43.1231185368522
14096,477.0,1080.0,3.8,190.3,1.1375,-999.0,25.25113919583625,34.3465324078345
14097,429.01,1080.0,3.8,223.78,0.7125,-999.0,34.51711013617215,50.49083486778445
14098,432.0,1080.0,3.8,234.09,0.6,-999.0,34.73013966026505,66.6665448816676
14099,1252.0,1080.0,3.8,227.54,0.525,-999.0,25.57053414518745,39.55576896327135
14100,572.53,1080.0,3.8,278.34,0.7625,-999.0,38.301137146620604,54.22290420435575
14101,710.29,1080.0,3.8,205.65,0.3625,-999.0,32.5918411631954,49.96663751671235
14102,317.0,1080.0,3.8,275.35,0.475,-999.0,67.3579634119848,111.73288788669299
14103,686.73,1080.0,3.8,159.87,0.325,-999.0,24.03015893266495,32.942754115826354
14104,473.0,1080.0,3.8,46.65,1.05,-999.0,11.08738743060725,29.62659844360295
14105,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
14106,308.0,1080.0,3.8,64.59,0.1625,-999.0,8.949502328201149,16.608598685396
14107,560.0,1080.0,3.8,50.2,0.1875,-999.0,10.5477414803891,18.22623576443685
14108,300.0,1080.0,3.8,10.26,0.4875,-999.0,3.329469197642145,7.147406049920335
14109,643.8,1080.0,3.8,139.98,0.65,-999.0,8.377480880524626,16.1672816171825
14110,463.82,1080.0,3.8,208.77,0.575,-999.0,29.401569224169698,45.39617039860435
14111,493.5,1080.0,3.8,38.95,0.525,-999.0,4.87671521369896,11.6522384502133
14112,265.21,1080.0,3.8,41.25,0.525,-999.0,4.938205016582485,10.964084945370299
14113,352.67,1080.0,3.8,8.54,0.3,-999.0,2.298812954638195,6.47708724788563
14114,346.81,1080.0,3.8,20.33,0.4,-999.0,0.850820262329858,3.69395876675308
14115,232.44,1080.0,3.8,25.15,0.4375,-999.0,3.4813283252747853,11.05014593295329
14116,308.84,1080.0,3.8,43.2,0.4875,-999.0,1.147131808393038,5.48838319642677
14117,527.95,1080.0,3.8,39.37,0.35,-999.0,6.352406288010325,13.412353485488449
14118,646.0,1081.0,3.8,40.76,0.7125,-999.0,14.411590655254301,41.51868852474945
14119,687.89,1081.0,3.8,203.59,0.5875,-999.0,27.443309746452698,37.428025378444104
14120,504.27,1081.0,3.8,96.43,0.6875,-999.0,22.778222591379,54.71984419178085
14121,429.01,1081.0,3.8,103.19,0.4875,-999.0,18.56162698997375,36.13209979025445
14122,1252.0,1081.0,3.8,190.38,0.575,-999.0,23.42037543823865,38.1794650190737
14123,572.53,1081.0,3.8,238.9,0.4375,-999.0,34.529723398118094,52.26906417868905
14124,710.29,1081.0,3.8,78.64,0.475,-999.0,14.334205658069301,27.7827682873898
14125,317.0,1081.0,3.8,233.14,0.425,-999.0,32.42655320374335,49.801997823302955
14126,473.0,1081.0,3.8,141.85,0.6,-999.0,20.686733937458,35.4468795442955
14127,384.0,1081.0,3.8,157.08,1.075,-999.0,22.01457787521165,28.0618612986161
14128,527.95,1081.0,3.8,106.58,0.375,-999.0,8.086130447946335,15.285657242428549
14129,308.0,1081.0,3.8,68.5,0.4,-999.0,14.5482986915511,23.828386466580348
14130,560.0,1081.0,3.8,93.01,0.35,-999.0,18.6033642455189,31.012409845990252
14131,463.82,1081.0,3.8,83.0,0.5625,-999.0,20.568745273530098,115.856455901932
14132,274.67,1081.0,3.8,23.02,0.45,-999.0,13.29025113133255,30.76288037917465
14133,486.0,1081.0,3.8,6.71,0.3125,-999.0,1.3099162922198004,2.73638345735307
14134,396.89,1081.0,3.8,38.92,0.225,-999.0,1.99095489195434,9.589540600072834
14135,316.33,1081.0,3.8,33.38,1.1875,-999.0,12.7455602307429,23.61338652819375
14136,477.0,1081.0,3.8,64.26,0.7375,-999.0,14.538397649255849,25.291872479520798
14137,391.55,1081.0,3.8,114.7,0.675,-999.0,17.468420503257853,35.33347899821415
14138,686.73,1081.0,3.8,35.87,0.625,-999.0,9.490866940260581,21.52401182388515
14139,422.0,1081.0,3.8,97.7,1.2375,-999.0,14.22642254798645,21.179839202780748
14140,300.0,1081.0,3.8,122.42,0.35,-999.0,18.09618036127625,27.450550720783
14141,643.8,1081.0,3.8,14.84,0.4,-999.0,12.3584963637884,27.0466312931094
14142,360.27,1081.0,3.8,111.38,0.4375,-999.0,23.3502071879616,45.13157181119765
14143,347.0,1082.0,3.81,110.02,0.925,-999.0,21.35012332081255,60.57274183360535
14144,511.0,1082.0,3.81,159.29,0.775,-999.0,17.489438474057202,22.46769182867955
14145,461.0,1082.0,3.81,123.84,1.1875,-999.0,14.87326219620665,19.8015164488591
14146,681.24,1082.0,3.81,103.26,0.6875,-999.0,12.512379454347201,16.6935572778489
14147,927.0,1082.0,3.81,63.48,1.5,-999.0,8.720171317135184,15.2553852301333
14148,481.14,1082.0,3.81,27.71,0.975,-999.0,6.374777163717745,14.1384007520594
14149,392.7,1082.0,3.81,15.23,1.0375,-999.0,0.728871235853455,3.760333096044255
14150,559.0,1082.0,3.81,86.37,0.8375,-999.0,13.49078258572225,16.89769848335075
14151,679.0,1082.0,3.81,184.61,0.8875,-999.0,23.76401973412925,47.0209717380424
14152,655.67,1082.0,3.81,131.71,1.1875,-999.0,13.951496651841,20.819256726290952
14153,396.33,1082.0,3.81,64.01,1.1625,-999.0,10.2696664648658,18.404306869496
14154,365.0,1082.0,3.81,68.54,2.625,-999.0,6.357065722699195,15.90055403723835
14155,338.28,1082.0,3.81,124.02,1.1375,-999.0,15.28971022913085,21.4375283839806
14156,335.43,1082.0,3.81,24.89,0.8375,-999.0,2.35496831237904,8.662889358007451
14157,760.0,1082.0,3.81,54.51,0.8875,-999.0,9.726218730458374,17.0435883726262
14158,414.77,1082.0,3.81,23.35,0.75,-999.0,2.55909082442103,7.28847859559894
14159,639.74,1082.0,3.81,55.29,1.25,-999.0,5.593231167094755,11.7981189083137
14160,388.68,1082.0,3.81,33.97,0.95,-999.0,6.75013734712128,15.72267677451985
14161,465.0,1082.0,3.81,94.02,1.1,-999.0,8.182206488508236,13.892593371491126
14162,699.0,1082.0,3.81,9.71,0.625,-999.0,1.269143498860551,2.910908405810455
14163,529.99,1082.0,3.81,63.99,1.0125,-999.0,11.022300403522749,16.9246763469824
14164,637.91,1082.0,3.81,32.57,1.25,-999.0,7.34925955183682,15.7012448508806
14165,278.64,1082.0,3.81,41.98,0.875,-999.0,2.801857788218295,8.947951162067614
14166,355.87,1082.0,3.81,36.57,3.375,-999.0,7.2858192410815406,14.945640457910201
14167,222.0,1082.0,3.81,20.28,1.25,-999.0,4.88141865498527,10.383580029536294
14168,393.0,1082.0,3.81,63.58,1.2375,-999.0,9.973091054676544,17.8299582899447
14169,420.96,1082.0,3.81,29.82,1.625,-999.0,8.085454593857465,14.943219477538051
14170,405.79,1082.0,3.81,36.9,1.75,-999.0,10.027588994532556,18.220324218150303
14171,377.62,1082.0,3.81,71.36,1.5,-999.0,7.489497054174954,15.5525077048641
14172,698.72,1082.0,3.81,64.96,0.975,-999.0,11.03039660536165,19.99913957236425
14173,277.66,1082.0,3.81,56.79,0.7625,-999.0,7.223195520483395,21.09539141642515
14174,405.0,1082.0,3.81,82.21,1.375,-999.0,10.050116115380309,16.189366402157
14175,342.64,1082.0,3.81,29.85,1.5,-999.0,4.794305731327045,12.47356108463945
14176,461.0,1083.0,3.69,176.16,0.075,-999.0,23.72950027982605,37.9638859938431
14177,715.0,1083.0,3.69,313.96,0.125,-999.0,42.9719942471023,58.21043632421835
14178,489.0,1083.0,3.69,46.75,0.1,-999.0,11.15209190954667,19.053636924246
14179,259.0,1083.0,3.69,20.16,0.0875,-999.0,9.410244315672259,19.60913340791645
14180,378.0,1083.0,3.69,198.37,0.3,-999.0,26.6026880592261,42.08566016568535
14181,419.23,1083.0,3.69,150.43,0.325,-999.0,21.4154445481355,37.4426177494355
14182,303.0,1083.0,3.69,148.99,0.0625,-999.0,20.1886257596436,32.74254728648575
14183,474.0,1083.0,3.69,123.65,0.075,-999.0,16.32355251396875,25.2695475654938
14184,522.0,1083.0,3.69,63.89,0.1,-999.0,12.080628135536902,23.421108551313
14185,297.0,1083.0,3.69,39.09,0.1,-999.0,11.8065923034935,21.51973978163025
14186,416.52,1083.0,3.69,163.18,0.05,-999.0,25.5127080661195,47.0308993169455
14187,384.0,1083.0,3.69,70.74,0.2625,-999.0,9.73672130897162,17.3526294934012
14188,485.0,1083.0,3.69,80.31,0.05,-999.0,18.3580339592854,32.335815521497054
14189,468.52,1083.0,3.69,22.37,0.1375,-999.0,7.101987660489035,16.6297178676505
14190,351.22,1083.0,3.69,129.84,0.075,-999.0,23.97728876177125,46.86728591818425
14191,482.0,1083.0,3.69,317.43,0.0875,-999.0,46.32446859033955,67.7275420579237
14192,225.0,1083.0,3.69,75.69,0.05,-999.0,13.0868811841253,29.2719696894424
14193,750.25,1083.0,3.69,187.3,0.05,-999.0,28.387224027324102,47.4204285801097
14194,455.51,1083.0,3.69,215.43,0.525,-999.0,24.52575309814,39.3282317312885
14195,489.62,1083.0,3.69,130.75,0.0625,-999.0,24.9583025582153,44.09058217248855
14196,440.0,1083.0,3.69,54.44,0.125,-999.0,17.62842058708805,26.22196445469585
14197,895.0,1083.0,3.69,198.0,0.05,-999.0,21.301554080084152,34.6458912950867
14198,332.0,1083.0,3.69,106.87,0.1125,-999.0,11.1796901376752,22.3067857273785
14199,660.0,1083.0,3.69,115.55,0.0375,-999.0,22.58750077805915,34.47104879547845
14200,432.0,1084.0,4.02,76.92,0.45,-999.0,11.06771593515995,14.9772764939478
14201,715.0,1084.0,4.02,53.16,0.4625,-999.0,10.58369883650955,17.446058858745097
14202,1464.0,1084.0,4.02,38.63,0.5625,-999.0,3.151397379383555,7.008973681000954
14203,580.0,1084.0,4.02,43.44,0.4625,-999.0,5.823552444350829,10.652573520392849
14204,644.0,1084.0,4.02,68.78,0.4,-999.0,9.543294683738946,16.54058175381735
14205,623.0,1084.0,4.02,12.1,0.0875,-999.0,1.4607611673366852,4.13809586952351
14206,511.0,1084.0,4.02,68.07,0.4875,-999.0,8.754266740599885,12.45553449353825
14207,760.0,1084.0,4.02,35.9,0.5125,-999.0,3.08424399090314,7.121880662071465
14208,895.0,1084.0,4.02,98.54,0.5125,-999.0,9.570387759290865,14.90084611179925
14209,402.0,1084.0,4.02,63.02,0.6125,-999.0,7.7069941801193,12.2368293946461
14210,257.03,1085.0,3.94,122.7,0.3125,-999.0,3.684347424434485,14.555967971445199
14211,760.0,1085.0,3.94,108.6,0.3125,-999.0,15.72103909963805,25.249207671700248
14212,511.0,1085.0,3.94,13.55,0.525,-999.0,1.1826117770093945,6.457612719695801
14213,356.0,1085.0,3.94,171.14,0.075,-999.0,25.41355809683655,42.01069550752775
14214,341.0,1085.0,3.94,133.76,0.0875,-999.0,23.00596783233345,115.4019205445995
14215,763.0,1085.0,3.94,163.65,0.05,-999.0,16.692613835676752,72.62002956452505
14216,399.9,1085.0,3.94,103.05,0.375,-999.0,2.659938222431685,7.296541652168655
14217,796.0,1085.0,3.94,160.91,0.375,-999.0,21.46795053628435,33.59354960177925
14218,500.0,1085.0,3.94,185.48,0.075,-999.0,17.413671447727097,27.3214573750082
14219,524.0,1085.0,3.94,154.63,0.25,-999.0,25.594110977968448,113.95986993031599
14220,619.0,1085.0,3.94,70.89,0.3875,-999.0,9.381754057989504,15.88102426303885
14221,210.25,1085.0,3.94,152.11,0.0875,-999.0,22.039344774893202,52.31204844472305
14222,652.2,1085.0,3.94,81.58,0.325,-999.0,1.78367717344004,7.531552175823824
14223,432.0,1085.0,3.94,315.42,0.1,-999.0,45.5154411632836,72.87834327047534
14224,927.0,1085.0,3.94,211.01,0.075,-999.0,12.86827226402918,21.43967479109315
14225,505.0,1085.0,3.94,166.81,0.3375,-999.0,23.30367114322825,34.4670710698306
14226,370.0,1085.0,3.94,128.88,0.075,-999.0,16.77527084669265,28.377472627019102
14227,434.29,1085.0,3.94,220.61,0.0375,-999.0,20.0373403926183,36.9679668357403
14228,396.06,1085.0,3.94,136.39,0.075,-999.0,19.113366804280552,29.216074101706752
14229,576.04,1085.0,3.94,104.27,0.3375,-999.0,13.57473663938905,20.4789576704568
14230,361.0,1085.0,3.94,95.1,0.1375,-999.0,13.7482739417184,21.65517228774125
14231,611.0,1085.0,3.94,32.45,0.4,-999.0,0.677490021027799,3.3381180992324753
14232,196.0,1085.0,3.94,127.84,0.2875,-999.0,21.0277253134036,83.59305512865384
14233,1329.0,1085.0,3.94,276.78,0.3,-999.0,37.6657688293152,59.5276628992322
14234,625.0,1085.0,3.94,66.7,0.3375,-999.0,9.42648537619362,16.3080259685372
14235,1242.0,1085.0,3.94,263.25,0.2625,-999.0,32.66406001469525,42.9214138012788
14236,743.0,1085.0,3.94,188.91,0.3625,-999.0,28.799064098435252,45.377586474086996
14237,559.0,1085.0,3.94,61.11,0.2,-999.0,0.9707034191094386,3.92042566509759
14238,726.0,1085.0,3.94,238.19,0.2625,-999.0,35.302324231110504,56.342544593867146
14239,981.0,1085.0,3.94,222.41,0.125,-999.0,27.9214082502567,40.9799326965567
14240,655.67,1085.0,3.94,45.01,0.325,-999.0,6.37722621524273,10.53276679648485
14241,388.0,1085.0,3.94,183.42,0.325,-999.0,24.69140158840935,38.7266610038218
14242,448.0,1085.0,3.94,307.1,0.125,-999.0,41.781100885492904,65.8431582092892
14243,244.74,1085.0,3.94,149.41,0.3125,-999.0,6.92974652404856,22.245390283650153
14244,680.05,1085.0,3.94,258.74,0.1375,-999.0,32.3566049508259,62.886749494311154
14245,1188.0,1085.0,3.94,181.79,0.275,-999.0,26.26883984700485,80.12103254314955
14246,338.28,1085.0,3.94,128.4,0.1,-999.0,18.678188958844352,33.16288428309575
14247,244.0,1085.0,3.94,121.13,0.1,-999.0,8.484370742081875,23.2057838935892
14248,760.0,1085.0,3.94,202.5,0.0375,-999.0,24.0614318186823,34.2672819717951
14249,414.77,1085.0,3.94,170.19,0.075,-999.0,15.0784912226566,27.7886485968105
14250,489.0,1085.0,3.94,16.62,0.2,-999.0,0.270552242080136,2.6334811020851747
14251,639.74,1085.0,3.94,202.06,0.275,-999.0,14.1883308335506,29.14074824885855
14252,388.68,1085.0,3.94,172.82,0.0625,-999.0,16.23885190484705,26.856679303925297
14253,417.99,1085.0,3.94,131.36,0.125,-999.0,17.906254361088948,27.30975225521565
14254,763.0,1085.0,3.94,103.97,0.4125,-999.0,14.368155262367349,23.0623810940967
14255,465.0,1085.0,3.94,69.92,0.0875,-999.0,8.642207990757296,14.44719718360065
14256,699.0,1085.0,3.94,139.86,0.325,-999.0,16.63741762316165,26.77609226305685
14257,704.1,1085.0,3.94,100.55,0.3125,-999.0,13.9059794055863,21.960591297324953
14258,529.99,1085.0,3.94,186.01,0.275,-999.0,23.8091644744258,36.10700301915095
14259,355.87,1085.0,3.94,150.19,0.125,-999.0,17.0845197309446,23.44926222015165
14260,309.0,1085.0,3.94,122.22,0.05,-999.0,22.03315617725605,55.48594099223905
14261,253.0,1085.0,3.94,99.02,0.1125,-999.0,7.407395697986985,19.2387026557786
14262,1131.0,1085.0,3.94,237.36,0.1,-999.0,25.676271592386847,35.0810823950197
14263,420.96,1085.0,3.94,121.01,0.075,-999.0,10.6261210686176,27.4838100769635
14264,439.0,1085.0,3.94,30.58,0.2625,-999.0,2.6239016745202006,6.28509964756718
14265,827.0,1085.0,3.94,11.6,0.425,-999.0,0.625289126263457,2.052633940865405
14266,499.0,1085.0,3.94,123.22,0.375,-999.0,18.11426779167785,28.66156505887285
14267,750.25,1085.0,3.94,225.5,0.3,-999.0,28.5377627956412,52.789049641611456
14268,440.67,1085.0,3.94,152.35,0.0625,-999.0,14.040832271353,24.233683408274302
14269,302.09,1085.0,3.94,136.84,0.0875,-999.0,4.9965587758207946,12.6227723241573
14270,503.0,1085.0,3.94,97.68,0.1,-999.0,13.6111308803743,22.63155034491405
14271,586.0,1085.0,3.94,200.74,0.1125,-999.0,27.4346324870877,37.869233644992406
14272,895.0,1085.0,3.94,321.43,0.0625,-999.0,32.3887398672019,49.79136436510345
14273,217.84,1085.0,3.94,117.98,0.0875,-999.0,21.69266172098355,38.795052916197506
14274,405.0,1085.0,3.94,229.66,0.325,-999.0,22.2861849281574,33.9446383504997
14275,374.5,1085.0,3.94,209.51,0.4375,-999.0,23.557564045774,41.7637209457847
14276,242.0,1085.0,3.94,100.97,0.0625,-999.0,15.591418084140251,33.242863576390704
14277,191.14,1086.0,4.19,81.5,0.35,-999.0,5.904305553613931,22.6717077372377
14278,257.55,1086.0,4.19,38.08,0.475,-999.0,6.098914766329645,14.405477071833701
14279,347.0,1086.0,4.19,219.46,0.1375,-999.0,42.38997959673845,108.56985018338955
14280,348.0,1086.0,4.19,287.95,0.1,-999.0,33.53017700367115,44.9411575583063
14281,511.0,1086.0,4.19,87.15,0.35,-999.0,14.5558851116554,23.0991392267331
14282,356.0,1086.0,4.19,100.51,0.2875,-999.0,3.529167975750245,8.401457658481885
14283,341.0,1086.0,4.19,72.19,0.2125,-999.0,4.761025335688305,16.23365814281745
14284,763.0,1086.0,4.19,93.93,0.3375,-999.0,6.778421747157184,9.588353106796024
14285,796.0,1086.0,4.19,73.88,0.25,-999.0,8.913241435555939,15.15983800939535
14286,500.0,1086.0,4.19,142.39,0.0375,-999.0,11.4918659482263,19.17129450639345
14287,524.0,1086.0,4.19,69.1,0.325,-999.0,11.94224233064475,17.688012462587402
14288,1029.0,1086.0,4.19,180.34,0.35,-999.0,21.6237971812855,29.2295312480889
14289,619.0,1086.0,4.19,19.02,0.1,-999.0,3.3598481642184153,8.459456820721526
14290,210.25,1086.0,4.19,122.65,0.075,-999.0,16.64844590780265,47.11623090328085
14291,461.0,1086.0,4.19,239.38,0.4625,-999.0,34.722857940585804,77.1496015281905
14292,681.24,1086.0,4.19,20.91,0.3125,-999.0,1.980734730718095,7.55991291865646
14293,432.0,1086.0,4.19,245.81,0.1,-999.0,30.0527619130523,52.1482459212653
14294,715.0,1086.0,4.19,366.54,0.35,-999.0,49.74125854835715,63.10535722616275
14295,927.0,1086.0,4.19,175.97,0.35,-999.0,7.88971238589078,14.70226983042255
14296,292.0,1086.0,4.19,129.5,0.0875,-999.0,14.72742702313035,63.6943114851441
14297,370.0,1086.0,4.19,47.55,0.375,-999.0,6.35004564554696,12.10522740872885
14298,477.0,1086.0,4.19,164.53,0.2625,-999.0,15.04123497380785,32.4375946391734
14299,434.29,1086.0,4.19,196.03,0.3125,-999.0,15.755761907331399,25.330918328097248
14300,396.06,1086.0,4.19,55.45,0.2875,-999.0,10.49431580789445,96.5232871770729
14301,576.04,1086.0,4.19,56.7,0.325,-999.0,9.4829404777194,16.51187523428225
14302,668.72,1086.0,4.19,199.61,0.2875,-999.0,23.9406043340074,44.123978689124655
14303,361.0,1086.0,4.19,21.57,0.1875,-999.0,3.4946306912270098,6.200858871600126
14304,611.0,1086.0,4.19,67.79,0.2875,-999.0,5.0539165587994255,10.9996790647858
14305,196.0,1086.0,4.19,116.03,0.1,-999.0,11.510897430898911,46.33772910858725
14306,805.0,1086.0,4.19,71.81,0.325,-999.0,8.67433190126421,16.1315730469941
14307,238.0,1086.0,4.19,67.32,0.1,-999.0,4.54931800655171,13.712118694997251
14308,743.0,1086.0,4.19,155.7,0.35,-999.0,16.64283885507355,32.4061780957257
14309,559.0,1086.0,4.19,79.67,0.4125,-999.0,7.913371996750355,15.60052473292685
14310,679.0,1086.0,4.19,208.69,0.35,-999.0,30.05168386959365,45.838985306374354
14311,981.0,1086.0,4.19,143.38,0.3125,-999.0,13.38221067258546,18.4492452122442
14312,644.0,1086.0,4.19,308.59,0.2875,-999.0,37.61664948095025,49.881632975637345
14313,623.0,1086.0,4.19,308.19,0.4125,-999.0,40.183892314352946,78.435115044551
14314,388.0,1086.0,4.19,103.11,0.0875,-999.0,13.24626077323315,80.60360733255816
14315,448.0,1086.0,4.19,219.99,0.125,-999.0,53.959730695998346,120.9777679710715
14316,378.0,1086.0,4.19,244.65,0.3375,-999.0,25.6797674074385,35.501138458797
14317,244.74,1086.0,4.19,141.11,0.375,-999.0,21.8625720686547,43.725584913383855
14318,365.0,1086.0,4.19,132.78,0.075,-999.0,16.014049883712826,33.803927860144796
14319,360.05,1086.0,4.19,311.49,0.575,-999.0,51.102966432963896,68.61429621590005
14320,1188.0,1086.0,4.19,94.1,0.3,-999.0,11.8502257463058,19.81637659254925
14321,338.28,1086.0,4.19,41.52,0.1625,-999.0,6.117092394894611,21.67220075207075
14322,335.43,1086.0,4.19,120.33,0.4375,-999.0,5.535722396639005,19.6823969528585
14323,760.0,1086.0,4.19,305.5,0.0625,-999.0,33.75312596553025,47.79605066096245
14324,244.0,1086.0,4.19,62.7,0.125,-999.0,5.093421852297714,18.3011468724169
14325,622.32,1086.0,4.19,71.35,0.3375,-999.0,12.178427978140501,22.4930919847623
14326,760.0,1086.0,4.19,172.1,0.4125,-999.0,17.150043462055102,24.4608637989158
14327,401.0,1086.0,4.19,223.09,0.3125,-999.0,18.32946694039975,29.59959016809455
14328,414.77,1086.0,4.19,147.44,0.1375,-999.0,22.7111707906854,31.40435831208945
14329,489.0,1086.0,4.19,103.18,0.475,-999.0,13.4336954065738,20.1701391795815
14330,416.52,1086.0,4.19,246.81,0.3375,-999.0,18.3434339955111,31.07349826571035
14331,388.68,1086.0,4.19,133.15,0.1,-999.0,12.14464818336106,26.860967884798548
14332,417.99,1086.0,4.19,83.94,0.1,-999.0,14.29417294269525,104.9072585968256
14333,763.0,1086.0,4.19,18.02,0.35,-999.0,3.985330470524185,8.82871518847335
